id,review_panel,medical_specialty,device_name,device_class,unclassified_reason_code,gmp_exempt_flag,third_party_review_eligible,third_party_review_code,regulation_number,submission_type,implant_flag,life_sustain_support_flag,summary_malfunction_reporting
CHW,CH,CH,"Titrimetric With Edta And Indicator, Calcium",2,,0,1,,862.1145,510(K),0,0,1
CHZ,CH,CH,"Di (O-Hydroxyphenylimine) Ethane, Calcium",2,,0,1,,862.1145,510(K),0,0,1
CIA,CH,CH,"Methylthymol Blue, Calcium",2,,0,1,,862.1145,510(K),0,0,1
CIB,CH,CH,"Radioimmunoassay, Angiotensin I And Renin",2,,0,1,,862.1085,510(K),0,0,1
CIC,CH,CH,"Cresolphthalein Complexone, Calcium",2,,0,1,,862.1145,510(K),0,0,1
CID,CH,CH,"Alizarin Sulfonate, Calcium",2,,0,1,,862.1145,510(K),0,0,1
CIE,CH,CH,"Volumetric/Manometric, Carbon-Dioxide",2,,0,1,,862.116,510(K),0,0,1
CIF,CH,CH,"Vanillin Pyruvate, Ast/Sgot",2,,0,0,,862.11,510(K) Exempt,0,0,1
CIG,CH,CH,"Diazo Colorimetry, Bilirubin",2,,0,1,,862.111,510(K),0,0,1
CIJ,CH,CH,"Saccharogenic, Amylase",2,,0,1,,862.107,510(K),0,0,1
CIK,CH,CH,"Radial Diffusion, Amylase",2,,0,1,,862.107,510(K),0,0,1
CIL,CH,CH,"Cresol Red Colorimetry, Carbon-Dioxide",2,,0,1,,862.116,510(K),0,0,1
CIN,CH,CH,"Electrophoretic Separation, Alkaline Phosphatase Isoenzymes",2,,0,1,,862.105,510(K),0,0,1
CIO,CH,CH,"Thymolphthalein Monophosphate, Alkaline Phosphatase Or Isoenzymes",2,,0,1,,862.105,510(K),0,0,1
CIQ,CH,CH,"Diazo, Ast/Sgot",2,,0,0,,862.11,510(K) Exempt,0,0,1
CIS,CH,CH,"Hydrazone Colorimetry, Ast/Sgot",2,,0,0,,862.11,510(K) Exempt,0,0,1
CIT,CH,CH,"Nadh Oxidation/Nad Reduction, Ast/Sgot",2,,0,0,,862.11,510(K) Exempt,0,0,1
CIW,CH,CH,"Starch-Dye Bound Polymer, Amylase",2,,0,1,,862.107,510(K),0,0,1
CIX,CH,CH,"Bromcresol Green Dye-Binding, Albumin",2,,0,1,,862.1035,510(K),0,0,1
CIY,CH,CH,"Radioimmunoassay, Androsterone",1,,0,0,,862.108,510(K) Exempt,0,0,1
CIZ,CH,CH,"Radioimmunoassay, Androstenedione",1,,0,0,,862.1075,510(K) Exempt,0,0,1
CJA,CH,CH,"Amyloclastic, Amylase",2,,0,1,,862.107,510(K),0,0,1
CJB,CH,CH,"Chromatographic Separation/Radioimmunoassay, Aldosterone",2,,0,1,,862.1045,510(K),0,0,1
CJC,CH,CH,"Fructose-1, 6-Diphosphate And Nadh (U.V.), Aldolase",1,,0,0,,862.104,510(K) Exempt,0,0,1
CJD,CH,CH,"Nitrosalicylate Reduction, Amylase",2,,0,1,,862.107,510(K),0,0,1
CJE,CH,CH,"Nitrophenylphosphate, Alkaline Phosphatase Or Isoenzymes",2,,0,1,,862.105,510(K),0,0,1
CJF,CH,CH,"Tetrabromophenolphthalein, Albumin",2,,0,1,,862.1035,510(K),0,0,1
CJG,CH,CH,"Tetrabromo-M-Cresolsulfonphthalein, Albumin",2,,0,1,,862.1035,510(K),0,0,1
CJH,CH,CH,"Thymol Blue Monophosphate, Alkaline Phosphatase Or Isoenzymes",2,,0,1,,862.105,510(K),0,0,1
CJI,CH,CH,"Disodium Phenylphosphate, Alkaline Phosphatase Or Isoenzymes",2,,0,1,,862.105,510(K),0,0,1
CJJ,CH,CH,"Diazo, Alt/Sgpt",1,,0,0,,862.103,510(K) Exempt,0,0,1
CJK,CH,CH,"Phenolphthalein Phosphate, Alkaline Phosphatase Or Isoenzymes",2,,0,1,,862.105,510(K),0,0,1
CJL,CH,CH,"Beta Glycerophosphate, Alkaline Phosphatase Or Isoenzymes",2,,0,1,,862.105,510(K),0,0,1
CJM,CH,CH,"Radioimmunoassay, Aldosterone",2,,0,1,,862.1045,510(K),0,0,1
CJN,CH,CH,"Acid Phosphatase, Nitrophenylphosphate",2,,0,0,,862.102,510(K) Exempt,0,0,1
CJO,CH,CH,"Alpha-Naphthyl Phosphate, Alkaline Phosphatase Or Isoenzymes",2,,0,1,,862.105,510(K),0,0,1
CJQ,CH,CH,"Radial Immunodiffusion, Albumin",2,,0,1,,862.1035,510(K),0,0,1
CJR,CH,CH,"Acid Phosphatase, Thymol Blue Monophosphate",2,,0,0,,862.102,510(K) Exempt,0,0,1
CJT,CH,CH,"Hydrazone Colorimetry, Aldolase",1,,0,0,,862.104,510(K) Exempt,0,0,1
CJW,CH,CH,"Bromcresol Purple Dye-Binding, Albumin",2,,0,1,,862.1035,510(K),0,0,1
CJX,CH,CH,"Acid Phosphatase, Disodium Phenylphosphate",2,,0,0,,862.102,510(K) Exempt,0,0,1
CJY,CH,CH,"Azo Dye, Calcium",2,,0,1,,862.1145,510(K),0,0,1
CJZ,CH,CH,"Acid, Hydroxyazobenzene-Benzoic, Albumin",2,,0,1,,862.1035,510(K),0,0,1
CKA,CH,CH,"Nadh Oxidation/Nad Reduction, Alt/Sgpt",1,,0,0,,862.103,510(K) Exempt,0,0,1
CKB,CH,CH,"Acid Phosphatase, Naphthyl Phosphate",2,,0,0,,862.102,510(K) Exempt,0,0,1
CKC,CH,CH,"Vanillin Pyruvate, Alt/Sgpt",1,,0,0,,862.103,510(K) Exempt,0,0,1
CKD,CH,CH,"Hydrazone Colorimetry, Alt/Sgpt",1,,0,0,,862.103,510(K) Exempt,0,0,1
CKE,CH,CH,"Acid Phosphatase, Thymolphthale Inmonophosphate",2,,0,0,,862.102,510(K) Exempt,0,0,1
CKF,CH,CH,"Phenylphosphate, Alkaline Phosphatase Or Isoenzymes",2,,0,1,,862.105,510(K),0,0,1
CKG,CH,CH,"Radioimmunoassay, Acth",2,,0,1,,862.1025,510(K),0,0,1
CKH,CH,CH,"Acid Phosphatase, Beta Glycerophosphate",2,,0,0,,862.102,510(K) Exempt,0,0,1
CZJ,IM,IM,"Igd, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
CZK,IM,IM,"Iga, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
CZL,IM,IM,"Iga, Peroxidase, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
CZM,IM,IM,"Iga, Ferritin, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
CZN,IM,IM,"Iga, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
CZO,IM,IM,"Inter-Alpha Trypsin Inhibitor, Antigen, Antiserum, Control",1,,0,0,,866.589,510(K) Exempt,0,0,1
CZP,IM,IM,"Iga, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
CZQ,IM,IM,"Bence-Jones Protein, Antigen, Antiserum, Control",2,,0,1,,866.515,510(K),0,0,1
CZR,IM,IM,"Hemopexin, Rhodamine, Antigen, Antiserum, Control",2,,0,0,,866.549,510(K) Exempt,0,0,1
CZS,IM,IM,"Retinol-Binding Protein, Antigen, Antiserum, Control",1,,0,0,,866.5765,510(K) Exempt,0,0,1
CZT,IM,IM,"Hemopexin, Fitc, Antigen, Antiserum, Control",2,,0,0,,866.549,510(K) Exempt,0,0,1
CZW,IM,IM,"Complement C3, Antigen, Antiserum, Control",2,,0,1,,866.524,510(K),0,0,1
CZX,IM,IM,"Hemopexin, Antigen, Antiserum, Control",2,,0,0,,866.549,510(K) Exempt,0,0,1
CZY,IM,IM,"Complement C1s, Antigen, Antiserum, Control",2,,0,1,,866.524,510(K),0,0,1
CZZ,IM,IM,"Haptoglobin, Rhodamine, Antigen, Antiserum, Control",2,,0,0,,866.546,510(K) Exempt,0,0,1
DAA,PA,IM,"Igg, Peroxidase, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DAB,IM,IM,"Haptoglobin, Fitc, Antigen, Antiserum, Control",2,,0,0,,866.546,510(K) Exempt,0,0,1
DAC,IM,IM,"Complement C3b Activator, Antigen, Antiserum, Control",2,,0,1,,866.526,510(K),0,0,1
DAD,IM,IM,"Haptoglobin, Antigen, Antiserum, Control",2,,0,0,,866.546,510(K) Exempt,0,0,1
DAE,IM,IM,"Complement C9, Antigen, Antiserum, Control",2,,0,1,,866.524,510(K),0,0,1
DAF,IM,IM,"Gamma Globulin, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DAG,IM,IM,"Complement C8, Antigen, Antiserum, Control",2,,0,1,,866.524,510(K),0,0,1
DAH,IM,IM,"Gamma Globulin, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DAI,IM,IM,"Complement C1r, Antigen, Antiserum, Control",2,,0,1,,866.524,510(K),0,0,1
DAJ,IM,IM,"Free Secretory Component, Antigen, Antiserum, Control",2,,0,0,,866.538,510(K) Exempt,0,0,1
DAK,IM,IM,"Complement C1q, Antigen, Antiserum, Control",2,,0,1,,866.524,510(K),0,0,1
DAL,IM,IM,"Fraction Iv-5, Antigen, Antiserum, Control",1,,0,0,,866.536,510(K) Exempt,0,0,1
DAM,IM,IM,"Hemoglobin, Chain Specific, Antigen, Antiserum, Control",2,,0,0,,866.547,510(K) Exempt,0,0,1
DAN,IM,IM,"Fibrinopeptide A, Antigen, Antiserum, Control",2,,0,1,,866.535,510(K),0,0,1
DAO,IM,IM,"Igm (Mu Chain Specific), Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DAP,HE,HE,"Fibrinogen And Fibrin Split Products, Antigen, Antiserum, Control",2,,0,1,,864.732,510(K),0,0,0
DAQ,IM,IM,"Igg (Fd Fragment Specific), Antigen, Antiserum, Control",1,,0,0,,866.554,510(K) Exempt,0,0,1
DAR,HE,HE,"Fibrinogen And Split Products, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,864.734,510(K),0,0,0
DAS,IM,IM,"Igg (Fc Fragment Specific), Antigen, Antiserum, Control",1,,0,0,,866.553,510(K) Exempt,0,0,1
DAT,HE,HE,"Fibrinogen And Split Products, Peroxidase, Antigen, Antiserum, Control",2,,0,1,,864.734,510(K),0,0,0
DAW,IM,IM,"Alpha-2-Ap-Glycoprotein, Antigen, Antiserum, Control",1,,0,0,,866.5425,510(K) Exempt,0,0,1
DAX,HE,HE,"Fibrinogen And Split Products, Fitc, Antigen, Antiserum, Control",2,,0,1,,864.734,510(K),0,0,0
DAY,IM,IM,"Complement C5, Antigen, Antiserum, Control",2,,0,1,,866.524,510(K),0,0,1
DAZ,HE,HE,"Fibrinogen And Split Products, Antigen, Antiserum, Control",2,,0,1,,864.734,510(K),0,0,0
DBA,IM,IM,"Complement C1 Inhibitor (Inactivator), Antigen, Antiserum, Control",2,,0,1,,866.525,510(K),0,0,1
DBC,IM,IM,"Alpha 2, 2n-Glycoprotein, Antigen, Antiserum, Control",1,,0,0,,866.5425,510(K) Exempt,0,0,1
DBE,IM,IM,"Antismooth Muscle Antibody, Indirect Immunofluorescent, Antigen, Control",2,,0,1,,866.512,510(K),0,0,1
DBF,IM,IM,"Ferritin, Antigen, Antiserum, Control",2,,0,1,,866.534,510(K),0,0,1
DBH,IM,IM,"Fc, Rhodamine, Antigen, Antiserum, Control",1,,0,0,,866.553,510(K) Exempt,0,0,1
DBI,IM,IM,"Complement C4, Antigen, Antiserum, Control",2,,0,1,,866.524,510(K),0,0,1
DBJ,IM,IM,"Antiparietal Antibody, Indirect Immunofluorescent, Antigen, Control",2,,0,1,,866.511,510(K),0,0,1
DBK,IM,IM,"Fc, Fitc, Antigen, Antiserum, Control",1,,0,0,,866.553,510(K) Exempt,0,0,1
DBL,IM,IM,"Multiple Autoantibodies, Indirect Immunofluorescent, Antigen, Control",2,,0,1,,866.566,510(K),0,0,1
DBM,IM,IM,"Antimitochondrial Antibody, Indirect Immunofluorescent, Antigen, Control",2,,0,1,,866.509,510(K),0,0,1
DBN,IM,IM,"Fc, Antigen, Antiserum, Control",1,,0,0,,866.553,510(K) Exempt,0,0,1
DBT,HE,IM,"Factor Xiii A, S, Antigen, Antiserum, Control",1,,0,0,,866.533,510(K) Exempt,0,0,1
DBY,IM,IM,"Fab, Rhodamine, Antigen, Antiserum, Control",1,,0,0,,866.552,510(K) Exempt,0,0,1
DCB,IM,IM,"Fab, Fitc, Antigen, Antiserum, Control",1,,0,0,,866.552,510(K) Exempt,0,0,1
DCE,IM,IM,"Fab, Antigen, Antiserum, Control",1,,0,0,,866.552,510(K) Exempt,0,0,1
DCF,IM,IM,"Albumin, Antigen, Antiserum, Control",2,,0,0,,866.504,510(K) Exempt,0,0,1
DCH,IM,IM,"System, Test, C-Reactive Protein, Rhodamine",2,,0,1,,866.527,510(K),0,0,1
DCJ,IM,IM,"Beta-Globulin, Antigen, Antiserum, Control",1,,0,0,,866.516,510(K) Exempt,0,0,1
DCK,IM,IM,"C-Reactive Protein, Antigen, Antiserum, And Control",2,,0,1,,866.527,510(K),0,0,1
DCN,IM,IM,"System, Test, C-Reactive Protein",2,,0,1,,866.527,510(K),0,0,1
DCO,IM,IM,"Alpha-Globulin, Antigen, Antiserum, Control",1,,0,0,,866.54,510(K) Exempt,0,0,1
DCT,IM,IM,"Ceruloplasmin, Rhodamine, Antigen, Antiserum, Control",2,,0,0,,866.521,510(K) Exempt,0,0,1
DCY,IM,IM,"Ceruloplasmin, Fitc, Antigen, Antiserum, Control",2,,0,0,,866.521,510(K) Exempt,0,0,1
DDB,IM,IM,"Ceruloplasmin, Antigen, Antiserum, Control",2,,0,0,,866.521,510(K) Exempt,0,0,1
DDC,IM,IM,"Thyroglobulin, Antigen, Antiserum, Control",2,,0,1,,866.587,510(K),0,0,0
DDD,IM,IM,"Transferrin, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.588,510(K),0,0,1
DDE,HE,IM,"Carbonic Anhydrase C, Antigen, Antiserum, Control",1,,0,0,,866.52,510(K) Exempt,0,0,1
DDF,HE,IM,"Prothrombin, Antigen, Antiserum, Control",1,,0,0,,866.5735,510(K) Exempt,0,0,1
DDG,IM,IM,"Transferrin, Antigen, Antiserum, Control",2,,0,1,,866.588,510(K),0,0,1
DDH,HE,IM,"Carbonic Anhydrase B, Antigen, Antiserum, Control",1,,0,0,,866.52,510(K) Exempt,0,0,1
DDI,IM,IM,"Transferrin, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.588,510(K),0,0,1
DDJ,IM,IM,"Thyroglobulin, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.587,510(K),0,0,1
DDK,IM,IM,"Beta-2-Glycoprotein Iii, Antigen, Antiserum, Control",1,,0,0,,866.544,510(K) Exempt,0,0,1
DDL,IM,IM,"Thyroglobulin, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.587,510(K),0,0,1
DDN,IM,IM,"Beta-2-Glycoprotein I, Antigen, Antiserum, Control",1,,0,0,,866.543,510(K) Exempt,0,0,1
DDO,IM,IM,"Myoglobin, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.568,510(K),0,0,1
DDQ,HE,HE,"Antigen, Antiserum, Control, Antithrombin Iii",2,,0,1,,864.706,510(K),0,0,1
DDR,IM,IM,"Myoglobin, Antigen, Antiserum, Control",2,,0,1,,866.568,510(K),0,0,1
DDS,IM,IM,"Prealbumin, Fitc, Antigen, Antiserum, Control",1,,0,0,,866.506,510(K) Exempt,0,0,1
DDT,IM,IM,"Alpha-2-Macroglobulin, Rhodamine, Antigen, Antiserum, Control",2,,0,0,,866.562,510(K) Exempt,0,0,1
DDX,HE,IM,"Plasminogen, Antigen, Antiserum, Control",1,,0,0,,866.5715,510(K) Exempt,0,0,1
DDY,IM,IM,"Alpha-2-Macroglobulin, Fitc, Antigen, Antiserum, Control",2,,0,0,,866.562,510(K) Exempt,0,0,1
DDZ,IM,IM,"Albumin, Fitc, Antigen, Antiserum, Control",2,,0,0,,866.504,510(K) Exempt,0,0,1
DEA,IM,IM,"Myoglobin, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.568,510(K),0,0,1
DEB,IM,IM,"Alpha-2-Macroglobulin, Antigen, Antiserum, Control",2,,0,0,,866.562,510(K) Exempt,0,0,1
DEC,IM,IM,"Inter-Alpha Trypsin Inhibitor, Fitc, Antigen, Antiserum, Control",1,,0,0,,866.589,510(K) Exempt,0,0,1
DEF,IM,IM,"Alpha-2-Hs-Glycoprotein, Antigen, Antiserum, Control",1,,0,0,,866.5425,510(K) Exempt,0,0,1
DEG,IM,IM,"Lactoferrin, Antigen, Antiserum, Control",1,,0,0,,866.557,510(K) Exempt,0,0,1
DEH,IM,IM,"Lambda, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DEI,IM,IM,"Alpha-1-Antitrypsin, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.513,510(K),0,0,1
DEJ,IM,IM,"Alpha-2-Glycoproteins, Antigen, Antiserum, Control",1,,0,0,,866.5425,510(K) Exempt,0,0,1
DEK,IM,IM,"Kappa, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DEL,IM,IM,"Lipoprotein X, Antigen, Antiserum, Control",1,,0,0,,866.559,510(K) Exempt,0,0,1
DEM,IM,IM,"Alpha-1-Antitrypsin, Antigen, Antiserum, Control",2,,0,1,,866.513,510(K),0,0,1
DEN,IM,IM,"Alpha-1-T-Glycoprotein, Antigen, Antiserum, Control",1,,0,0,,866.542,510(K) Exempt,0,0,1
DEO,IM,IM,"Kappa, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DEP,PA,IM,"Lambda, Peroxidase, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DER,IM,IM,"Alpha-1-Lipoprotein, Antigen, Antiserum, Control",2,,0,1,,866.558,510(K),0,0,1
DES,IM,IM,"Lambda, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DET,IM,IM,"Lactic Dehydrogenase, Antigen, Antiserum, Control",1,,0,0,,866.556,510(K) Exempt,0,0,1
DEW,IM,IM,"Igg, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DEX,IM,IM,"Alpha-1-B-Glycoprotein, Antigen, Antiserum, Control",1,,0,0,,866.542,510(K) Exempt,0,0,1
DEY,PA,IM,"Igm, Peroxidase, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DEZ,IM,IM,"Igm, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DFB,IM,IM,"Alpha-1-Antitrypsin, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.513,510(K),0,0,1
DFC,IM,IM,"Lipoprotein, Low-Density, Antigen, Antiserum, Control",2,,0,1,,866.56,510(K),0,0,1
DFD,PA,IM,"Kappa, Peroxidase, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DFF,IM,IM,"Alpha-1-Antichymotrypsin, Antigen, Antiserum, Control",2,,0,1,,866.508,510(K),0,0,1
DFG,IM,IM,"Lambda, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DFH,IM,IM,"Kappa, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DFI,IM,IM,"Total Spinal-Fluid, Antigen, Antiserum, Control",1,,0,0,,866.586,510(K) Exempt,0,0,1
DFJ,IM,IM,"Albumin, Rhodamine, Antigen, Antiserum, Control",2,,0,0,,866.504,510(K) Exempt,0,0,1
DFK,IM,IM,"Igg (Fab Fragment Specific), Antigen, Antiserum, Control",1,,0,0,,866.552,510(K) Exempt,0,0,1
DFL,IM,IM,"Igm, Ferritin, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DFM,IM,IM,"Ige, Ferritin, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DFO,IM,IM,"Igg, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DFQ,IM,IM,"Sperm, Antigen, Antiserum, Control",1,,0,0,,866.58,510(K) Exempt,0,0,1
DFS,IM,IM,"Igm, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DFT,IM,IM,"Igm, Antigen, Antiserum, Control",2,,0,1,,866.555,510(K),0,0,1
DFX,IM,IM,"Sperm, Fitc, Antigen, Antiserum, Control",1,,0,0,,866.58,510(K) Exempt,0,0,1
DFZ,IM,IM,"Igg (Gamma Chain Specific), Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DGA,IM,IM,"Cohn Fraction Ii, Antigen, Antiserum, Control",1,,0,0,,866.522,510(K) Exempt,0,0,1
DGB,HE,IM,"Seminal Fluid, Antigen, Antiserum, Control",1,,0,0,,866.58,510(K) Exempt,0,0,1
DGC,IM,IM,"Ige, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DGD,IM,IM,"Igg, Ferritin, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DGE,IM,IM,"Igd, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DGG,IM,IM,"Igd, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DGH,PA,IM,"Igd, Peroxidase, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DGI,IM,IM,"Breast Milk, Rhodamine, Antigen, Antiserum, Control",1,,0,0,,866.517,510(K) Exempt,0,0,1
DGJ,IM,IM,"Colostrum, Antigen, Antiserum, Control",1,,0,0,,866.523,510(K) Exempt,0,0,1
DGK,IM,IM,"Igg, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DGL,IM,IM,"Ige, Rhodamine, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DGM,IM,IM,"Breast Milk, Antigen, Antiserum, Control",1,,0,0,,866.517,510(K) Exempt,0,0,1
DGN,IM,IM,"Breast Milk, Fitc, Antigen, Antiserum, Control",1,,0,0,,866.517,510(K) Exempt,0,0,1
DGO,PA,IM,"Ige, Peroxidase, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DGP,IM,IM,"Ige, Fitc, Antigen, Antiserum, Control",2,,0,1,,866.551,510(K),0,0,1
DGQ,HE,IM,"Whole Blood Plasma, Antigen, Antiserum, Control",1,,0,0,,866.57,510(K) Exempt,0,0,1
DGR,HE,IM,"Whole Human Serum, Antigen, Antiserum, Control",1,,0,0,,866.57,510(K) Exempt,0,0,1
DGW,IM,IM,"System, Test, Hypersensitivity Pneumonitis",2,,0,1,,866.55,510(K),0,0,1
DGX,IM,IM,"Ng1m(A), Antigen, Antiserum, Control",1,,0,0,,866.5065,510(K) Exempt,0,0,1
DHA,CH,CH,"System, Test, Human Chorionic Gonadotropin",2,,0,1,,862.1155,510(K),0,0,1
DHB,IM,IM,"System, Test, Radioallergosorbent (Rast) Immunological",2,,0,1,,866.575,510(K),0,0,1
DHC,IM,IM,"System, Test, Systemic Lupus Erythematosus",2,,0,1,,866.582,510(K),0,0,1
DHF,PA,IM,"D/Km-1, Antigen, Antiserum, Control",1,,0,0,,866.5065,510(K) Exempt,0,0,1
DHI,IM,IM,"Ng3m(Bo), Antigen, Antiserum, Control",1,,0,0,,866.5065,510(K) Exempt,0,0,1
DHL,IM,IM,"Protein, Complement, Antigen, Antiserum, Control",1,,0,0,,866.41,510(K) Exempt,0,0,1
DHN,IM,IM,"Antinuclear Antibody, Indirect Immunofluorescent, Antigen, Control",2,,0,1,,866.51,510(K),0,0,1
DHQ,IM,IM,"Ng3m(G), Antigen, Antiserum, Control",1,,0,0,,866.5065,510(K) Exempt,0,0,1
DHR,IM,IM,"System, Test, Rheumatoid Factor",2,,0,1,,866.5775,510(K),0,0,1
DHX,IM,IM,"System, Test, Carcinoembryonic Antigen",2,,0,1,,866.601,510(K),0,0,0
DHY,IM,IM,"Ng4m(A), Antigen, Antiserum, Control",1,,0,0,,866.5065,510(K) Exempt,0,0,1
DIC,TX,TX,"Alcohol Dehydrogenase, Specific Reagent For Ethanol Enzyme Method",2,,0,1,,862.304,510(K),0,0,1
DID,TX,TX,"Bacillus Subtilis Microbiology Assay, Tobramycin",2,,0,1,,862.39,510(K),0,0,1
DIE,TX,TX,Heavy Metals Control Materials,1,,0,0,,862.328,510(K) Exempt,0,0,1
DIF,TX,TX,Drug Mixture Control Materials,1,,0,0,,862.328,510(K) Exempt,0,0,1
DIG,TX,TX,Cholinesterase Test Paper,1,,0,0,,862.324,510(K) Exempt,0,0,1
DIH,TX,TX,"Colorimetry, Cholinesterase",1,,0,0,,862.324,510(K) Exempt,0,0,1
DII,TX,CH,"Columns, Glc",1,,0,0,,862.225,510(K) Exempt,0,0,1
DIJ,TX,TX,"Lead, Delta Amino Levulinic Acid",2,,0,0,,862.355,510(K),0,0,1
DIK,TX,TX,"Thin Layer Chromatography, Quinine",1,,0,1,,862.375,510(K),0,0,1
DIL,TX,TX,"Radioimmunoassay, Primidone",2,,0,1,,862.368,510(K),0,0,1
DIM,TX,TX,"Gas Chromatography, Salicylate",2,,0,1,,862.383,510(K),0,0,1
DIN,TX,TX,"Gas Chromatography, Cocaine",2,,0,1,,862.325,510(K),0,0,1
DIO,TX,TX,"Enzyme Immunoassay, Cocaine And Cocaine Metabolites",2,,0,1,,862.325,510(K),0,0,1
DIP,TX,TX,"Enzyme Immunoassay, Diphenylhydantoin",2,,0,1,,862.335,510(K),0,0,1
DIQ,TX,TX,"Radioimmunoassay, Morphine (3-H), Goat Antibody Ammonium Sulfate Sep.",2,,0,1,,862.364,510(K),0,0,1
DIR,TX,TX,"Free Radical Assay, Cocaine",2,,0,1,,862.325,510(K),0,0,1
DIS,TX,TX,"Enzyme Immunoassay, Barbiturate",2,,0,1,,862.315,510(K),0,0,1
DIT,TX,TX,"Thin Layer Chromatography, Amphetamine",2,,0,1,,862.31,510(K),0,0,1
DIW,TX,TX,"Hemagglutination Inhibition, Methadone",2,,0,1,,862.362,510(K),0,0,1
DIX,TX,TX,"Thin Layer Chromatography, Phenobarbital",2,,0,1,,862.366,510(K),0,0,1
DIY,TX,TX,"Gas Chromatography, Ethosuximide",2,,0,1,,862.338,510(K),0,0,1
DIZ,TX,TX,"Delayed Analysis, Alcohol",2,,0,1,,862.304,510(K),0,0,1
DJA,TX,CH,"Column Supports, Glc",1,,0,0,,862.225,510(K) Exempt,0,0,1
DJB,TX,TX,"Radioimmunoassay, Gentamicin (125-I), Second Antibody Sep.",2,,0,1,,862.345,510(K),0,0,1
DJC,TX,TX,"Thin Layer Chromatography, Methamphetamine",2,,0,1,,862.361,510(K),0,0,1
DJD,TX,TX,"Enzyme Immunoassay, Primidone",2,,0,1,,862.368,510(K),0,0,1
DJE,TX,TX,"Thin Layer Chromatography, Salicylate",2,,0,1,,862.383,510(K),0,0,1
DJF,TX,TX,"Gas Chromatography, Opiates",2,,0,1,,862.365,510(K),0,0,1
DJG,TX,TX,"Enzyme Immunoassay, Opiates",2,,0,1,,862.365,510(K),0,0,1
DJH,TX,TX,"Gas Chromatography, Phenobarbital",2,,0,1,,862.366,510(K),0,0,1
DJI,TX,TX,"Antiserum, Gentamicin",2,,0,1,,862.345,510(K),0,0,1
DJJ,TX,TX,"Fluorometry, Morphine",2,,0,1,,862.364,510(K),0,0,1
DJK,TX,TX,"Digitoxin Control Serum, Ria",1,,0,0,,862.328,510(K) Exempt,0,0,1
DJL,TX,TX,"Free Radical Assay, Amphetamine",2,,0,1,,862.31,510(K),0,0,1
